name_customer,cust_number,invoice_creation_date,invoice_due_date,clear_date,total_open_amount
KROGER systems,200748108,2019-01-14,2019-01-14,2019-01-14,17912.45
COST us,200794332,2019-06-12,2019-06-12,2019-06-12,84343.77
AMERIC co,100043948,2019-05-28,2019-05-28,2019-05-28,16949.38
SA foundation,200759878,2019-04-15,2019-04-15,2019-04-15,12765.66
WAL-MAR trust,200769623,2019-04-15,2019-04-15,,2169.37
ASSOCIAT llc,200772670,2019-10-01,2019-10-01,2019-10-01,367.98
COST us,200794332,2019-09-20,2019-09-20,2019-09-20,148311.95
WAL-MAR foundation,200769623,2019-11-13,2019-11-13,2019-11-13,36006.34
SYSC us,140105686,2019-12-31,2019-12-31,2019-12-31,82690.06
COST foundation,200794332,2019-03-26,2019-03-26,2019-03-26,5814.57
MEIJ foundation,200780383,2019-03-26,2019-03-26,,65431.59
WAL-MAR co,200769623,2019-08-27,2019-08-27,2019-08-27,20936.85
WAL-MAR trust,200769623,2019-08-27,2019-08-27,,38293.41
H E BUT corp,200761734,2019-01-15,2019-01-15,2019-01-15,130740.62
TARG in,200744019,2019-09-11,2019-09-11,2019-09-11,510.62
BJ'S  in,200726979,2019-04-05,2019-04-05,2019-04-05,71.46
PERFOR trust,200722369,2019-05-07,2019-05-07,2019-05-07,18956.21
SUPE us,200793568,2019-06-07,2019-06-07,2019-06-07,956.03
WAL-M llc,140106408,2019-05-08,2019-05-08,2019-05-08,108404.42
US  ,200797452,2019-05-08,2019-05-08,,12028.52
WAL-MAR ,200769623,2019-09-17,2019-09-17,2019-09-17,12720.12
THE  in,140106181,2019-05-15,2019-05-15,2019-05-15,8810.83
WAL-MAR llc,200769623,2019-07-08,2019-07-08,2019-07-08,15134.13
DOT foundation,200705742,2019-12-27,2019-12-27,2019-12-27,6879.86
BJ'S  trust,200726979,2019-09-18,2019-09-18,2019-09-18,445.44
RESTA foundation,200974851,2019-05-01,2019-05-01,2019-05-01,3105.8
KRAFT F corp,CCU013,2019-11-27,2019-11-27,2019-11-27,5193.08
WAL-MAR us,200769623,2019-08-21,2019-08-21,2019-08-21,7419.93
NASH  corp,200777735,2019-07-18,2019-07-18,2019-07-18,74497.11
BAY  associates,100016691,2019-02-01,2019-02-01,2019-02-01,15842.4
NATURA in,100030964,2019-02-01,2019-02-01,,11080.77
AM in,200418007,2019-04-17,2019-04-17,2019-04-17,2494.68
SA us,200759878,2019-04-25,2019-04-25,2019-04-25,2127.62
WAL-MAR foundation,200769623,2019-08-06,2019-08-06,2019-08-06,16209.32
WALG corp,200712105,2019-10-10,2019-10-10,2019-10-10,6589.64
PLAZA trust,200978592,2019-08-22,2019-08-22,2019-08-22,42288.54
PEA co,200455322,2019-05-28,2019-05-28,2019-05-28,39569.91
SA corporation,200759878,2019-09-20,2019-09-20,2019-09-20,31085.04
C&S WH corp,200762301,2020-03-02,2020-03-02,2020-03-02,2494.99
MBM  ,200701314,2019-04-08,2019-04-08,2019-04-08,20766.79
WAL-MAR ,200769623,2019-06-25,2019-06-25,2019-06-25,625.11
MITCH llc,200799342,2019-03-18,2019-03-18,2019-03-18,114176.09
WAL-MAR trust,200769623,2019-03-18,2019-03-18,,661.11
KEURIG co,100032284,2019-11-06,2019-11-06,2019-11-06,16164.25
ALBER ,200750051,2019-11-06,2019-11-06,,76833.36
DEC corp,200803720,2019-04-16,2019-04-16,2019-04-16,198.72
WAL-MAR trust,200769623,2019-03-28,2019-03-28,2019-03-28,190.48
WAL-MAR ,200769623,2020-01-21,2020-01-21,2020-01-21,6575.76
DOT systems,200705742,2019-04-12,2019-04-12,2019-04-12,4079.12
SYSCO F llc,200718130,2019-12-26,2019-12-26,2019-12-26,5137.85
SA us,200759878,2019-12-26,2019-12-26,,26896.17
GROCE systems,200573068,2019-08-06,2019-08-06,2019-08-06,18963.02
DECA ,200592182,2019-08-06,2019-08-06,,13557.43
KING S systems,200707005,2019-08-06,2019-08-06,,14941.21
MEIJ corporation,200780383,2019-03-22,2019-03-22,2019-03-22,6378.75
BJ'S  foundation,200726979,2019-03-22,2019-03-22,,371.83
WAL-MAR llc,200769623,2019-08-29,2019-08-29,2019-08-29,50290.1
MEIJ ,200780383,2020-02-28,2020-02-28,2020-02-28,380.21
ASSOCIAT systems,200772670,2019-03-27,2019-03-27,2019-03-27,7066.74
WAL-MAR associates,200769623,2019-04-08,2019-04-08,2019-04-08,17902.44
DECA corp,200002965,2019-10-23,2019-10-23,2019-10-23,525663.66
C&S WH ,200762301,2019-10-23,2019-10-23,,13133.03
BJ'S  trust,200726979,2019-03-04,2019-03-04,2019-03-04,94.89
MEIJ llc,200780383,2019-02-22,2019-02-22,2019-02-22,66885.31
BAUGH SU ,200434439,2019-10-15,2019-10-15,2019-10-15,10962.5
DOT us,200705742,2019-07-23,2019-07-23,2019-07-23,109228.22
DOT ,200705742,2020-03-09,2020-03-09,2020-03-09,848.27
GR JEA us,140106302,2019-04-25,2019-04-25,2019-04-25,49267.08
WAL-MAR systems,200769623,2019-08-29,2019-08-29,2019-08-29,14234.38
SO foundation,140104440,2019-05-21,2019-05-21,2019-05-21,80920.24
ALBER llc,200750051,2019-05-20,2019-05-20,2019-05-20,84027.27
KRAFT F us,CCU013,2019-11-01,2019-11-01,2019-11-01,31739.22
SUPER  associates,200749225,2019-01-29,2019-01-29,2019-01-29,25542.56
WAL-MAR us,200769623,2019-01-15,2019-01-15,2019-01-15,32951.25
WAL-MAR corporation,200769623,2019-03-27,2019-03-27,2019-03-27,27165.63
DIRECT  corp,200637319,2019-05-23,2019-05-23,2019-05-23,36.0
SAFEW corp,200772595,2019-08-23,2019-08-23,2019-08-23,13378.46
DASA I trust,100028450,2019-02-01,2019-02-01,2019-02-01,27168.75
S AB us,200752393,2019-11-05,2019-11-05,2019-11-05,5903.67
WAL-MAR co,200769623,2019-09-11,2019-09-11,2019-09-11,40709.29
AFFILI corp,200779051,2019-10-25,2019-10-25,2019-10-25,93667.76
SA in,200759878,2019-07-16,2019-07-16,2019-07-16,29285.15
JET foundation,200152991,2019-07-19,2019-07-19,2019-07-19,21249.83
DEC trust,200020431,2019-03-18,2019-03-18,2019-03-18,4981.62
LOB corporation,140104409,2019-09-03,2019-09-03,2019-09-03,30663.6
KROG us,200029010,2019-05-28,2019-05-28,2019-05-28,91339.62
SYSC in,140105686,2019-05-28,2019-05-28,,4150.92
H E BUT trust,200761734,2019-01-17,2019-01-17,2019-01-17,2831.58
WAL-MAR trust,200769623,2019-01-17,2019-01-17,,59.88
WAL-MAR foundation,200769623,2019-01-17,2019-01-17,,5507.47
DECA associates,200592182,2019-04-01,2019-04-01,2019-04-01,8820.46
WAKE ,200704858,2019-04-01,2019-04-01,,112311.07
KRAFT  ,CC6600,2019-08-30,2019-08-30,2019-08-30,8327.49
ASSOCIAT ,200772670,2019-05-29,2019-05-29,2019-05-29,134879.46
WAL-MAR us,200769623,2019-05-28,2019-05-28,2019-05-28,134.01
WINC trust,200706844,2019-05-16,2019-05-16,2019-05-16,7788.85
WAL-MAR associates,200769623,2019-05-16,2019-05-16,,18594.26
DAIRY systems,200788848,2019-03-21,2019-03-21,2019-03-21,47796.16
SHOPPE in,140105785,2019-09-20,2019-09-20,2019-09-20,21834.8
US  corp,200493614,2019-04-01,2019-04-01,2019-04-01,71779.05
CUSTOMI trust,200646464,2019-06-25,2019-06-25,2019-06-25,21365.96
RA co,200704045,2019-06-25,2019-06-25,,12294.32
SA co,200729942,2019-06-25,2019-06-25,,35815.14
C&S WH foundation,200762301,2019-08-28,2019-08-28,2019-08-28,20383.79
G T  ,140106372,2019-11-15,2019-11-15,2019-11-15,9023.81
C&S WH trust,200762301,2019-11-15,2019-11-15,,53689.58
KRAFT  trust,CCCA02,2019-05-03,2019-05-03,2019-05-03,13829.76
GORDO systems,200782001,2020-01-23,2020-01-23,2020-01-23,31675.44
WAL-MAR in,200769623,2019-02-04,2019-02-04,2019-02-04,67011.27
VARI corporation,200734065,2020-02-24,2020-02-24,2020-02-24,22833.0
DEC foundation,200803720,2019-06-03,2019-06-03,2019-06-03,3787.22
WAL-MAR ,200769623,2019-10-09,2019-10-09,2019-10-09,9726.6
PERFOR systems,200722444,2019-10-09,2019-10-09,,50486.62
WAL-MAR trust,200769623,2019-12-16,2019-12-16,2019-12-16,1355.36
THE  co,140106181,2020-04-22,2020-04-22,2020-04-22,19037.62
GO corp,200721222,2019-04-29,2019-04-29,2019-04-29,21992.55
MEIJ foundation,200780383,2019-07-08,2019-07-08,2019-07-08,8157.32
MEIJ in,200780383,2019-11-20,2019-11-20,2019-11-20,125013.35
G T  llc,140106372,2019-10-11,2019-10-11,2019-10-11,28856.06
WAL-MAR ,200769623,2019-11-05,2019-11-05,2019-11-05,2526.13
C&S WH in,200762301,2019-12-03,2019-12-03,2019-12-03,7885.82
WAL-MAR llc,200769623,2019-12-03,2019-12-03,,183.85
BJ'S  corporation,200726979,2019-12-03,2019-12-03,,1721.73
MEIJ trust,200780383,2019-05-22,2019-05-22,2019-05-22,111239.08
SYSC foundation,140105686,2019-10-03,2019-10-03,2019-10-03,2587.2
DICK systems,140101584,2019-04-17,2019-04-17,2019-04-17,1692.75
JETRO trust,200833713,2019-02-26,2019-02-26,2019-02-26,25759.73
KROGER co,200752302,2019-08-19,2019-08-19,2019-08-19,3816.38
WAL-MAR ,200769623,2019-03-25,2019-03-25,2019-03-25,74917.53
DOT trust,200705742,2019-05-29,2019-05-29,2019-05-29,1432.75
COST foundation,200794332,2020-02-04,2020-02-04,2020-02-04,15340.95
GORDON F corporation,140105847,2019-10-21,2019-10-21,2019-10-21,53452.92
FOODL foundation,200508557,2019-03-11,2019-03-11,2019-03-11,2252.97
SYSCO corp,200900909,2019-07-22,2019-07-22,2019-07-22,7379.31
SO systems,140104440,2019-07-22,2019-07-22,,14569.56
SOUTHE associates,200701040,2019-10-30,2019-10-30,2019-10-30,7428.21
COST in,200794332,2019-10-30,2019-10-30,,81876.77
SYSCO  corp,200764795,2019-10-15,2019-10-15,2019-10-15,1539.72
WAL-MAR associates,200769623,2019-06-03,2019-06-03,2019-06-03,3795.7
DEC corp,200803720,2020-02-03,2020-02-03,2020-02-03,1320.76
PROFIC foundation,200783609,2019-10-09,2019-10-09,2019-10-09,11367.14
DELHAIZE associates,100031704,2019-10-09,2019-10-09,,17608.04
RICH llc,200956366,2019-11-01,2019-11-01,2019-11-01,57602.16
ROU associates,200790107,2020-01-28,2020-01-28,2020-01-28,127298.24
AM co,200418007,2020-03-11,2020-03-11,2020-03-11,2451.24
SO co,140104440,2019-12-18,2019-12-18,2019-12-18,276529.03
WAL-MAR us,200769623,2019-11-01,2019-11-01,2019-11-01,15284.99
COST corporation,200794332,2019-08-29,2019-08-29,2019-08-29,13466.13
SUPE llc,200936373,2019-07-24,2019-07-24,2019-07-24,77284.82
WAL-MAR trust,200769623,2020-02-11,2020-02-11,2020-02-11,28193.78
MEIJ foundation,200780383,2019-10-16,2019-10-16,2019-10-16,149466.16
LOB llc,140104409,2019-10-16,2019-10-16,,115733.51
PAPA JO ,100043936,2020-01-17,2020-01-17,2020-01-17,18135.88
KING S corp,200707005,2020-02-14,2020-02-14,2020-02-14,69266.25
C&S WH corp,200762301,2020-02-14,2020-02-14,,19046.8
C&S WH corp,200762301,2019-11-19,2019-11-19,2019-11-19,14222.7
BEN E associates,200980828,2020-03-02,2020-03-02,2020-03-02,18765.6
TARG corp,200744019,2019-12-03,2019-12-03,2019-12-03,7896.07
WAL-MAR corp,200769623,2019-04-26,2019-04-26,2019-04-26,56986.76
RESTA foundation,200974851,2019-10-04,2019-10-04,2019-10-04,2477.27
SYSCO F trust,200736337,2019-08-23,2019-08-23,2019-08-23,25847.65
WAL-MAR llc,200769623,2020-02-26,2020-02-26,2020-02-26,49297.35
WAL-MAR corp,200769623,2019-01-23,2019-01-23,2019-01-23,23510.24
SYSCO F in,200718130,2019-02-12,2019-02-12,2019-02-12,712.05
WAKE llc,200704858,2019-12-24,2019-12-24,2019-12-24,31093.14
WAL-MAR systems,200769623,2019-05-09,2019-05-09,2019-05-09,63866.64
WAL-MAR trust,200769623,2019-10-15,2019-10-15,2019-10-15,39428.11
WAL-MAR in,200769623,2019-07-23,2019-07-23,2019-07-23,34252.05
K&S  llc,100058075,2019-02-12,2019-02-12,2019-02-12,1811.0
WAL-MAR corp,200769623,2019-08-12,2019-08-12,2019-08-12,3785.4
WAL-MAR corporation,200769623,2019-08-12,2019-08-12,,49368.47
WAL-MAR ,200769623,2019-09-16,2019-09-16,2019-09-16,44.55
WAL-MAR us,200769623,2019-02-05,2019-02-05,2019-02-05,1764.66
WAL-MAR llc,200769623,2019-12-03,2019-12-03,2019-12-03,58247.84
WAL-MAR co,200769623,2019-07-08,2019-07-08,2019-07-08,38605.12
TARG systems,200744019,2019-07-08,2019-07-08,,12228.67
DOLLA ,200148860,2019-08-01,2019-08-01,2019-08-01,66736.02
MARKPOL foundation,100049962,2019-08-01,2019-08-01,,21565.98
WAL-MAR foundation,200769623,2019-12-19,2019-12-19,2019-12-19,1367.82
LOB corporation,140104409,2019-08-30,2019-08-30,2019-08-30,73596.2
MONDE corporation,140142846,2020-03-18,2020-03-18,2020-03-18,1108.2
AL llc,200739006,2020-03-18,2020-03-18,,21300.0
JACMAR corporation,200559683,2020-02-21,2020-02-21,2020-02-21,21663.81
STATER  ,200743996,2019-06-04,2019-06-04,2019-06-04,70455.83
WAL-MAR trust,200769623,2019-06-04,2019-06-04,,25613.35
RASTEL foundation,200040366,2019-04-05,2019-04-05,2019-04-05,3603.77
CIRC in,200982290,2020-02-21,2020-02-21,2020-02-21,80727.06
WAL-MAR llc,200769623,2019-07-19,2019-07-19,2019-07-19,4088.45
BOZZU associates,200779906,2019-11-25,2019-11-25,2019-11-25,127872.79
KRAFT  corporation,CCCA02,2019-03-29,2019-03-29,2019-03-29,21352.0
SYSCO  corporation,200764795,2019-09-18,2019-09-18,2019-09-18,499.08
SHAM co,200769556,2019-01-18,2019-01-18,2019-01-18,33248.09
WALG systems,200712105,2019-02-19,2019-02-19,2019-02-19,4858.24
WAKE corporation,200704858,2019-02-19,2019-02-19,,130321.11
COST systems,200794332,2020-01-30,2020-01-30,2020-01-30,8041.59
JET trust,200152991,2020-01-30,2020-01-30,,4626.68
RA systems,200704045,2020-01-31,2020-01-31,2020-01-31,10887.46
WAL-MAR us,200769623,2019-08-06,2019-08-06,2019-08-06,26342.62
WINC foundation,200706844,2019-04-08,2019-04-08,2019-04-08,11841.94
SA us,200729942,2019-07-09,2019-07-09,2019-07-09,8874.17
SYSCO  co,200764795,2019-07-24,2019-07-24,2019-07-24,33932.87
ASSOCIAT corporation,200772670,2020-02-12,2020-02-12,2020-02-12,122392.92
WAL-MAR co,200769623,2020-02-12,2020-02-12,,29087.75
KROGE trust,200776463,2019-11-18,2019-11-18,2019-11-18,130131.28
PUBLI corp,200707822,2020-02-24,2020-02-24,2020-02-24,74873.5
C& co,200435191,2020-01-16,2020-01-16,2020-01-16,90747.71
SO trust,140104440,2020-01-27,2020-01-27,2020-01-27,76259.93
TARG associates,200744019,2019-06-11,2019-06-11,2019-06-11,125661.4
WAL-MAR corp,200769623,2019-12-18,2019-12-18,2019-12-18,71858.63
DOT trust,200705742,2019-03-27,2019-03-27,2019-03-27,12881.36
WAL-MAR associates,200769623,2019-03-25,2019-03-25,2019-03-25,26270.7
KRAFT  ,CCCA02,2019-03-01,2019-03-01,2019-03-01,8328.0
COSTCO co,140104429,2020-01-30,2020-01-30,2020-01-30,58625.86
SUPE corporation,200793568,2019-07-17,2019-07-17,2019-07-17,20578.43
WAL-MAR us,200769623,2019-04-26,2019-04-26,2019-04-26,4336.87
SMITH'S systems,200820380,2019-04-26,2019-04-26,,11563.76
NASH  associates,200777735,2019-03-20,2019-03-20,2019-03-20,44970.07
PIGGLY llc,200793122,2020-03-11,2020-03-11,2020-03-11,96085.04
SUPE corp,200936373,2019-10-01,2019-10-01,2019-10-01,5438.93
TARG co,200744019,2019-05-21,2019-05-21,2019-05-21,78920.54
SA associates,200759878,2019-04-05,2019-04-05,2019-04-05,64402.63
BJ'S  us,200726979,2019-04-05,2019-04-05,,413.83
DECA corporation,200353024,2019-10-24,2019-10-24,2019-10-24,27269.06
C&S WH foundation,200762301,2019-07-29,2019-07-29,2019-07-29,23934.07
NASH  foundation,200777735,2019-07-30,2019-07-30,2019-07-30,85152.15
NATURA llc,100030964,2019-03-18,2019-03-18,2019-03-18,18662.0
GORDON F co,140105847,2019-10-21,2019-10-21,2019-10-21,62434.27
AM foundation,200418007,2019-10-21,2019-10-21,,1081.68
RA in,200704045,2019-10-21,2019-10-21,,92896.61
SA trust,200759878,2019-04-16,2019-04-16,2019-04-16,14502.45
DOLLA trust,200148860,2019-04-16,2019-04-16,,47652.41
TARG systems,200744019,2019-08-23,2019-08-23,2019-08-23,24396.75
GORDON F corp,140105847,2019-05-28,2019-05-28,2019-05-28,22273.96
VALE ,200999003,2019-06-25,2019-06-25,2019-06-25,23312.92
C&S WH co,200762301,2019-03-12,2019-03-12,2019-03-12,14028.42
METRO  llc,140104423,2019-03-12,2019-03-12,,54762.28
SA associates,200759878,2019-05-28,2019-05-28,2019-05-28,14761.35
OK us,200739534,2019-04-29,2019-04-29,2019-04-29,2501.5
AFFILI ,200779051,2019-01-22,2019-01-22,2019-01-22,17986.66
COLABOR  corp,140104340,2019-12-12,2019-12-12,2019-12-12,15887.01
WAL-MAR ,200769623,2019-12-12,2019-12-12,,14982.05
WAL-MAR co,200769623,2019-04-10,2019-04-10,2019-04-10,1094.4
SA us,200759878,2020-02-04,2020-02-04,2020-02-04,14380.16
WAL-MAR us,200769623,2020-02-14,2020-02-14,2020-02-14,471.56
DOLLA corporation,200148860,2019-07-12,2019-07-12,2019-07-12,14824.32
BJ'S  systems,200726979,2019-03-11,2019-03-11,2019-03-11,335.2
PENNSYLV ,200511033,2019-10-23,2019-10-23,2019-10-23,22734.7
HY -  systems,200795490,2019-05-13,2019-05-13,2019-05-13,22316.84
DEC ,200416837,2019-05-13,2019-05-13,,1287.83
FOC corp,140104475,2019-10-23,2019-10-23,2019-10-23,11025.11
C&S WH associates,200762301,2019-03-26,2019-03-26,2019-03-26,16990.55
COSTCO corporation,140104429,2019-12-16,2019-12-16,2019-12-16,2984.09
WAL-MAR trust,200769623,2020-03-04,2020-03-04,2020-03-04,2373.96
PUBLI trust,200707822,2019-05-30,2019-05-30,2019-05-30,192495.32
SUPERB associates,200132251,2019-12-03,2019-12-03,2019-12-03,151.1
KRAFT F systems,CCU013,2019-11-01,2019-11-01,2019-11-01,571.08
SYSCO F ,200718130,2020-01-27,2020-01-27,2020-01-27,782.04
WAL-MAR corp,200769623,2019-12-24,2019-12-24,2019-12-24,33553.39
SYSC systems,140105686,2019-01-24,2019-01-24,2019-01-24,144884.75
SUPER  us,200749225,2019-11-12,2019-11-12,2019-11-12,3267.3
WAL-MAR co,200769623,2020-01-23,2020-01-23,2020-01-23,826.01
WAL-MAR co,200769623,2019-03-18,2019-03-18,2019-03-18,74853.8
COSTCO llc,140104429,2019-03-25,2019-03-25,2019-03-25,43080.19
SA corporation,200759878,2019-12-10,2019-12-10,2019-12-10,4011.78
ASSOCIAT trust,200772670,2019-12-10,2019-12-10,,3835.12
C&S WH ,200762301,2019-10-30,2019-10-30,2019-10-30,29565.17
C&S WH in,200762301,2019-02-26,2019-02-26,2019-02-26,33631.81
SYSCO F in,200763814,2019-12-11,2019-12-11,2019-12-11,10504.59
RICH foundation,200956366,2020-01-28,2020-01-28,2020-01-28,15313.46
RICH ,200956366,2019-11-13,2019-11-13,2019-11-13,57602.16
WAL-MAR co,200769623,2019-09-23,2019-09-23,2019-09-23,54613.8
SA ,200759878,2019-11-26,2019-11-26,2019-11-26,39409.04
KRAFT F us,CCU013,2019-08-02,2019-08-02,2019-08-02,4642.29
US  in,200357714,2019-05-29,2019-05-29,2019-05-29,26677.71
WAL-MAR systems,200769623,2019-07-22,2019-07-22,2019-07-22,58675.5
HORM systems,200096280,2019-06-13,2019-06-13,2019-06-13,4008.6
SYSC foundation,140105686,2019-12-17,2019-12-17,2019-12-17,78149.68
TOTA us,200684768,2019-06-25,2019-06-25,2019-06-25,23220.17
RESTA trust,200974851,2019-11-22,2019-11-22,2019-11-22,3120.02
CHAR llc,200685603,2019-10-03,2019-10-03,2019-10-03,1563.0
AM trust,200418007,2019-10-03,2019-10-03,,5188.45
THE  associates,140106181,2019-05-08,2019-05-08,2019-05-08,2901.03
FEDER associates,140104240,2019-05-06,2019-05-06,2019-05-06,72876.45
KROGER systems,200729290,2019-09-30,2019-09-30,2019-09-30,70700.12
JET corporation,100049207,2019-03-19,2019-03-19,2019-03-19,13453.04
WAL-MAR associates,200769623,2019-08-29,2019-08-29,2019-08-29,59872.93
KRFT FDS systems,CCU002,2019-05-31,2019-05-31,2019-05-31,30754.42
PUBLI associates,200707822,2019-02-04,2019-02-04,2019-02-04,522.62
S AB trust,200752393,2020-01-31,2020-01-31,2020-01-31,21499.31
TARG us,200744019,2019-04-16,2019-04-16,2019-04-16,3874.54
C& systems,200435191,2019-12-18,2019-12-18,2019-12-18,27677.93
BJ'S  associates,200726979,2019-12-05,2019-12-05,2019-12-05,941.33
SA co,200759878,2020-02-13,2020-02-13,2020-02-13,53849.76
US  us,200895843,2019-06-25,2019-06-25,2019-06-25,10885.49
KING S us,200707005,2020-02-07,2020-02-07,2020-02-07,79554.05
DOT in,200705742,2019-08-05,2019-08-05,2019-08-05,565.7
WAL-MAR llc,200769623,2019-05-06,2019-05-06,2019-05-06,542.66
SYSCO  us,200764795,2019-05-13,2019-05-13,2019-05-13,37854.62
WAL-MAR systems,200769623,2019-05-13,2019-05-13,,16546.11
GORDO us,200782001,2019-10-29,2019-10-29,2019-10-29,20550.91
C llc,200778870,2019-05-06,2019-05-06,2019-05-06,1447.74
WAL-MAR us,200769623,2019-12-02,2019-12-02,2019-12-02,1356.55
DECA ,200230690,2019-12-02,2019-12-02,,25.92
IN-N us,100043892,2019-05-04,2019-05-04,2019-05-04,17361.56
WAL-MAR us,200769623,2019-10-24,2019-10-24,2019-10-24,15038.4
DEC corp,200416837,2019-05-16,2019-05-16,2019-05-16,2595.74
KROGER trust,200752302,2019-12-16,2019-12-16,2019-12-16,15659.01
CTI A corp,100054867,2019-12-16,2019-12-16,,88169.63
KROGER in,200729290,2019-12-16,2019-12-16,,28343.81
MCLANE foundation,200126819,2019-10-11,2019-10-11,2019-10-11,20448.96
PERFOR associates,200725393,2020-02-03,2020-02-03,2020-02-03,21535.84
WAL-MAR ,200769623,2020-01-29,2020-01-29,2020-01-29,1563.29
SA co,200759878,2019-12-02,2019-12-02,2019-12-02,21084.08
DUNKIN llc,100035877,2019-11-26,2019-11-26,2019-11-26,20245.1
BELL trust,200202604,2019-05-28,2019-05-28,2019-05-28,3525.53
MEIJ in,200780383,2019-05-03,2019-05-03,2019-05-03,112059.36
COSTCO llc,140104429,2019-02-15,2019-02-15,2019-02-15,8222.93
RESTA trust,200974851,2019-11-22,2019-11-22,2019-11-22,2356.19
AM systems,200418007,2019-05-07,2019-05-07,2019-05-07,9305.87
R  trust,200760428,2019-06-13,2019-06-13,2019-06-13,39417.33
ASSOCIAT ,200772670,2019-06-13,2019-06-13,,79008.61
TARG in,200744019,2019-05-30,2019-05-30,2019-05-30,5553.7
FR corporation,200705372,2019-04-22,2019-04-22,2019-04-22,19436.32
WAL-MAR corporation,200769623,2019-05-03,2019-05-03,2019-05-03,2166.15
DOT llc,200705742,2019-07-05,2019-07-05,2019-07-05,6847.43
WAL-MAR associates,200769623,2019-04-02,2019-04-02,2019-04-02,50086.6
BARGAIN  in,200290370,2019-04-02,2019-04-02,,34795.2
C&S WH foundation,200762301,2019-04-02,2019-04-02,,7543.41
PARK in,200721330,2019-04-15,2019-04-15,2019-04-15,67306.95
FEDER llc,140104240,2019-11-05,2019-11-05,2019-11-05,13456.47
KETTL associates,100052815,2019-09-12,2019-09-12,2019-09-12,88123.95
BJ'S  foundation,200726979,2019-08-29,2019-08-29,2019-08-29,13678.51
C&S WH us,200762301,2019-01-25,2019-01-25,2019-01-25,4372.0
STATER  corp,200743996,2019-12-23,2019-12-23,2019-12-23,103751.14
MITCH associates,200799342,2019-07-10,2019-07-10,2019-07-10,16831.95
SUPERV systems,140103293,2019-06-29,2019-06-29,2019-06-29,35293.97
COSTCO systems,140104429,2019-05-02,2019-05-02,2019-05-02,5353.2
THE  ,140106181,2019-12-04,2019-12-04,2019-12-04,8028.0
BJ'S  corporation,200726979,2019-03-20,2019-03-20,2019-03-20,270.97
BARGAIN  foundation,200290370,2020-01-22,2020-01-22,2020-01-22,19004.8
RA corporation,200704045,2020-02-18,2020-02-18,2020-02-18,79835.36
JET ,200152991,2020-02-11,2020-02-11,2020-02-11,3678.63
METRO  ,140104423,2020-02-11,2020-02-11,,54760.42
AM llc,200418007,2020-01-29,2020-01-29,2020-01-29,657.06
KE trust,200955827,2019-11-19,2019-11-19,2019-11-19,1672.0
